ID,Inc,Hisp,Age,WHITE,Gender
R_3Ld7PKpLqidyUAz,$200K to $250K,Not Hispanic,13,White,Female
R_1dNtLDU9fRUx4g5,$150K to $200K,Not Hispanic,16,White,Male
R_85F5dOkHY1aQYJr,$75K to $100K,Not Hispanic,16,Non-white,Male
R_3snAJ9KLz6gwflT,$50K to $75K,Not Hispanic,14,White,Female
R_3PSGm9dtMU5Cq4u,$15K to $25K,Hispanic,13,Non-white,Female
R_2SCU0AU94lhoka8,$250K to $500K,Not Hispanic,15,White,Female
R_2ctJqZZ1HoNOMyI,$50K to $75K,Not Hispanic,15,Non-white,Female
R_etb2cssJWdEmQlX,$150K to $200K,Not Hispanic,13,White,Female
R_30qqhxjPBjwKA21,$250K to $500K,Not Hispanic,12,White,Female
R_3jSZfg3nz5LZuaC,$250K to $500K,Not Hispanic,13,White,Female
R_D6MnUpgWSvxiWWZ,$250K to $500K,Not Hispanic,15,White,Male
R_w6SxBZEeq1hcRTr,$150K to $200K,Not Hispanic,14,White,Male
R_SCezjHWHAjMzEI1,$150K to $200K,Not Hispanic,12,White,Female
R_3ebq8e7wqeMhnAZ,$100K to $150K,Not Hispanic,15,Non-white,Male
R_2EiyH71a20Lj9Ra,$250K to $500K,Hispanic,14,White,Male
R_YXLKWF9uOkFUhC9,$100K to $150K,Not Hispanic,13,White,Male
R_24qSDwrB9DNuReA,$250K to $500K,,14,White,Male
R_2dQJQJupnYtjwdg,$250K to $500K,Not Hispanic,13,White,Male
R_31mbZyW2FYBMt4u,$150K to $200K,Not Hispanic,13,Non-white,Male
R_3HYvAei9UGHoflw,$25K to $50K,Not Hispanic,14,White,Female
R_3PQTK09HkEkv75c,$100K to $150K,Hispanic,14,White,Female
R_3hc1eDqpN67uGJR,$250K to $500K,Not Hispanic,16,Non-white,Female
R_2SfpCwj0DSLutBn,Prefer not to answer,Not Hispanic,14,White,Female
R_3MSBeFRmuBIzX6O,$150K to $200K,Not Hispanic,12,Non-white,Female
R_27WiipTWRalJbmh,$250K to $500K,Not Hispanic,13,Non-white,Male
R_1q8lObZIBcIqoZX,$100K to $150K,Not Hispanic,14,Non-white,Female
R_2WI07I5vqmrknzc,$250K to $500K,Not Hispanic,15,White,Male
R_3LdJZr8yZjhBtOs,$250K to $500K,Not Hispanic,16,White,Female
R_1FrgkyF8WzCLaeP,$50K to $75K,Not Hispanic,14,White,Male
R_3MiguwNjQvB3Dp7,$200K to $250K,Hispanic,12,White,Male
R_1igsB6pyRnhDtFV,$25K to $50K,Not Hispanic,16,Non-white,Male
R_6xGLAG7WhAmpPGB,-8,Not Hispanic,15,White,Male
R_12Q2a5TGgWaixgf,$150K to $200K,Hispanic,12,White,Female
R_1Kw0Ggg7nOSmI2B,$250K to $500K,Not Hispanic,15,Non-white,Male
R_3Hn4Veie2cfpLkM,$100K to $150K,Not Hispanic,12,White,Male
R_30vr6SAPDgeJO3S,-8,,13,White,Male
R_2v3bLx5WpibBrbo,$75K to $100K,Not Hispanic,12,Non-white,Female
R_BE98CwTCQNZOfJf,$25K to $50K,Hispanic,13,Non-white,Female
R_2q9mBLsHEl9nOhJ,$100K to $150K,Not Hispanic,13,Non-white,Male
R_2CkzqTHUpHj8uin,-8,Not Hispanic,14,White,Female
R_1rwZTTdJgldi2No,Prefer not to answer,Hispanic,12,,Female
R_SJjF5HtK1El7Xxf,$250K to $500K,Not Hispanic,12,White,Male
R_2afMZbCI8GHEOm3,$150K to $200K,Not Hispanic,13,Non-white,Female
R_WC0CWwBL3AiWLex,$250K to $500K,Hispanic,12,White,Male
R_3lrYe5W1HshGURG,$250K to $500K,Not Hispanic,13,Non-white,Female
R_31TzNsDpWfbXGNw,$250K to $500K,Hispanic,13,White,Female
R_2XofnxkCAXg72Tu,$150K to $200K,Hispanic,13,White,Male
R_2THTFG7pmldZapM,$200K to $250K,Not Hispanic,15,Non-white,Male
R_3hmyRrQ39HB28Mp,$250K to $500K,Not Hispanic,13,Non-white,Female
R_zYHIvcdvr2q9ZgB,$200K to $250K,Not Hispanic,13,White,Male
R_31d3rzI6iXAhUDt,$200K to $250K,Hispanic,13,White,Male
R_2zeuPGmlqeJzdQA,$100K to $150K,Not Hispanic,14,White,Male
R_1o740Q4WJn2Tzti,$200K to $250K,Not Hispanic,12,White,Male
R_2e5bQ1yT3voZAf8,$75K to $100K,Hispanic,13,,Male
R_3ErOvN1FPvYsdCr,$100K to $150K,Not Hispanic,13,Non-white,Male
R_1ig0jKMnXMQVa8c,$150K to $200K,Not Hispanic,14,White,Male
R_YRiGRfmiVz3BpRL,$250K to $500K,Not Hispanic,14,White,Female
R_2xWNfAR0jj8qwD7,,,,,
R_86cQNH5xmELlN9H,,,,,
R_2s0yg1SRD9Kt7lP,$150K to $200K,Not Hispanic,15,White,Male
R_1Qc3Ktqiwi1L1m2,$100K to $150K,Not Hispanic,12,Non-white,Male
R_33DbVlR8jtD6ls9,Prefer not to answer,Not Hispanic,12,Non-white,Female
R_UW9jW0kKPh7lPcR,$50K to $75K,Hispanic,14,White,Female
R_1JLq1S6CQDHshrC,$250K to $500K,Hispanic,13,White,Male
R_3iPamiE7fmo85Fd,$75K to $100K,Not Hispanic,15,Non-white,Female
R_0urBkxq6BeAW6WZ,$25K to $50K,Not Hispanic,13,Non-white,Female
R_sulE53xrDw3ZsGJ,-8,Not Hispanic,15,White,Female
R_1LiessVKQ3yhL2G,$100K to $150K,,16,Non-white,Male
R_07Bmkn3gCN2ZhHb,$250K to $500K,Not Hispanic,15,Non-white,Female
R_3Xi84zuF9MA7PYR,$75K to $100K,,14,White,Male
R_1CIp1rixoK9mFEO,$25K to $50K,Hispanic,14,Non-white,Male
R_RQEkpqGZ9Dd1he1,$250K to $500K,Hispanic,13,Non-white,Male
R_UZ8iZM1jFgIOwwx,$100K to $150K,Not Hispanic,16,White,Male
R_T5yoYzT1xCtXrAR,,,,,
R_3qlfp6MqT8lh8w0,$250K to $500K,Not Hispanic,12,Non-white,Male
R_1LzkPSicTQ6U8F2,Less than $15K,Not Hispanic,14,White,Male
R_72MyoSOP8hfoQ05,$150K to $200K,Not Hispanic,16,White,Male
R_2OI9GL5mrBhpDRm,$200K to $250K,Not Hispanic,13,White,Male
R_3gZYOF3o5g9kRZu,$250K to $500K,Not Hispanic,14,White,Male
R_28SbABRuEYxQrqv,$50K to $75K,Not Hispanic,12,Non-white,Male
R_3J4XHVOehRGTe3j,Prefer not to answer,Not Hispanic,13,Non-white,Female
R_1rBVI0M0CyOzDVt,Prefer not to answer,Not Hispanic,13,White,Male
R_cUxDDeCjnuzkeK9,$75K to $100K,Not Hispanic,16,Non-white,Female
R_QbHOBDBJGimewcV,$200K to $250K,Not Hispanic,13,White,Male
R_1jDPvIjDHdeUfwn,$200K to $250K,Not Hispanic,16,Non-white,Male
R_2QmwANq8G3IssuU,$250K to $500K,Not Hispanic,16,Non-white,Male
R_a61InFutuTT5Qtj,,,,,
R_31nHw5ms6Kcvmaw,$250K to $500K,Not Hispanic,13,Non-white,Female
R_2sYne4j4VpF27o1,$250K to $500K,Not Hispanic,13,Non-white,Male
R_2zZ8hDtxWH1mEBc,$250K to $500K,Hispanic,13,White,Male
R_1pybenwpBT92k0j,$250K to $500K,Not Hispanic,14,Non-white,Female
R_2ckMtg8e8Zsvi1x,Prefer not to answer,Not Hispanic,14,Non-white,Male
R_30odWXuRgm3NJqW,$250K to $500K,Not Hispanic,13,Non-white,Male
R_pRxzG2K4hSgOAfL,$100K to $150K,Not Hispanic,15,White,Female
R_1DS8xvyPmROpzcv,$100K to $150K,Not Hispanic,33,Non-white,Female
R_2fJMNkWD2jtpTch,$200K to $250K,Not Hispanic,13,White,Female
R_1DHWKovJ8ilFdM2,Prefer not to answer,Not Hispanic,16,White,Female
R_XmRVXupuNt4ftmx,$150K to $200K,Hispanic,13,White,Male
R_1mqkWslAJNpGdgG,Prefer not to answer,Not Hispanic,14,White,Female
R_UWJfSlbC9ZzAjm1,Prefer not to answer,Not Hispanic,15,Non-white,Male
R_2SxIa3Frvo6OjCH,$15K to $25K,Not Hispanic,13,Non-white,Female
R_D8CHi7yNBRgnHpL,$75K to $100K,Hispanic,13,White,Male
R_Q68nj5aArGzoPDz,$250K to $500K,Not Hispanic,15,White,Male
R_2uJWLkxQQkQIlt5,$100K to $150K,Not Hispanic,13,White,Male
R_10q42vNHveKt3TL,$75K to $100K,,14,Non-white,Female
R_2aRKwvC4caMOrxs,Prefer not to answer,Not Hispanic,13,White,Male
R_2WVlvIewWZS6zPY,$150K to $200K,Not Hispanic,13,White,Female
R_3HhKL3KlzfPTO6m,$75K to $100K,Hispanic,15,Non-white,Female
R_2Yha6fa9ohiZeh2,$250K to $500K,Hispanic,13,Non-white,Female
R_7WLeEtQc7NyqRmV,Prefer not to answer,Hispanic,12,White,Male
R_4PfhzrEMEe73UB7,Prefer not to answer,Not Hispanic,,White,Male
R_1n8UqXgXHoqTLlj,$25K to $50K,Hispanic,13,White,Female
R_1F2lsjdYrmr043M,$100K to $150K,Not Hispanic,14,White,Female
R_1CKkqDKW3JZFo5u,$200K to $250K,Not Hispanic,12,White,Female
R_3P4AA9v5rpvZYU6,$150K to $200K,Not Hispanic,14,Non-white,Male
R_2SdGmUsn1XUBl2q,$50K to $75K,Not Hispanic,13,Non-white,Female
R_2sQGx1QiNOLFClT,$150K to $200K,Not Hispanic,12,Non-white,Female
R_cNfNOXBPUEixDxv,$250K to $500K,Not Hispanic,15,White,Female
R_YWWdtC1XLBdvN4t,$250K to $500K,,12,White,Female
R_OxRDbwpk6jac6sh,$75K to $100K,Hispanic,12,White,Male
R_3DvAMDyRBzOv3QY,Prefer not to answer,Not Hispanic,15,Non-white,Female
R_12fiHJscKiZShju,$200K to $250K,Hispanic,13,White,Female
R_1IDThXsFnEKFepc,$250K to $500K,Not Hispanic,12,Non-white,Male
R_3iLpPOk5QmLRxF3,$200K to $250K,Not Hispanic,13,White,Female
R_2VJGlRIUeVz7l1a,$200K to $250K,Not Hispanic,13,White,Female
R_1nNoymax8UszDkY,$75K to $100K,Not Hispanic,13,Non-white,Female
R_30wRXHNkBjYGLc5,$250K to $500K,Not Hispanic,15,Non-white,Female
R_1Kg6WNZxNOw7NwZ,$150K to $200K,Hispanic,13,White,Male
R_RPJ4T82XF0WVTbP,$150K to $200K,Not Hispanic,12,White,Female
R_3j88W6kl9AkihBW,$100K to $150K,Not Hispanic,13,Non-white,Other
R_ST1wUKHJlJVVih3,$150K to $200K,Not Hispanic,12,White,Female
R_yBxMRo0uAUElC7L,$250K to $500K,Not Hispanic,13,White,Male
R_301ZLUnzBxYjpFV,$250K to $500K,Not Hispanic,13,White,Female
R_3k870MkzNbV9RdB,$200K to $250K,Not Hispanic,13,White,Male
R_1Q4a4tCCsuF0VMc,$250K to $500K,Not Hispanic,13,White,Female
R_3O2eJ5XhC2pBezP,$250K to $500K,Not Hispanic,12,Non-white,Male
R_2e38QycsRdryPGn,Prefer not to answer,Not Hispanic,12,Non-white,Male
R_b72pslCjZL2Dg1b,$150K to $200K,Not Hispanic,13,White,Female
R_12hXNzZjr6c2u2U,$250K to $500K,Hispanic,14,White,Female
R_8jeDJg0yS6fCgHD,,,,,
R_2wM5pNJGZMrq7Ys,$200K to $250K,Not Hispanic,14,Non-white,Female
R_SQdl6JUSiF0i1z3,$15K to $25K,Hispanic,12,Non-white,Male
R_usuGF9zVuHa8THb,$200K to $250K,Not Hispanic,15,White,Female
R_3lDKuVcaZgVasgs,Prefer not to answer,Not Hispanic,16,White,Male
R_8e1dCY1d8f47ZnT,Prefer not to answer,Not Hispanic,13,Non-white,Female
R_3fYGrUhDUxrWREw,,,,,
R_3iQIp4X28Uiaff8,$50K to $75K,Not Hispanic,14,Non-white,Male
R_114weHs6vBsjMap,$100K to $150K,Not Hispanic,13,White,Female
R_2PtdiTJSnrXgLLS,$150K to $200K,Not Hispanic,15,White,Male
R_3qU9ZLEtPUnZP6u,$200K to $250K,Not Hispanic,16,Non-white,Female
R_3hDyb1JNgMQ4SAr,$50K to $75K,Not Hispanic,12,White,Male
R_3p9fxIqfL6sT37T,$25K to $50K,Hispanic,12,White,Male
R_AMUT66SEy3oX99T,$100K to $150K,Hispanic,14,White,Female
R_2WIIgojIWlgP1ri,$250K to $500K,Hispanic,15,White,Male
R_BWz27J2DSNPHOV3,$200K to $250K,,13,White,Female
R_bgyzkTP5O8E1Nxn,$200K to $250K,Not Hispanic,18,White,Male
R_2whJUqfLGiiyYGK,Prefer not to answer,,,White,Female
R_2zejC8vzKPdyQdq,$250K to $500K,Not Hispanic,14,Non-white,Female
R_1Cmh207tAJx1q5M,Prefer not to answer,Not Hispanic,13,White,Female
R_3ixvBBxr0uXdswn,$25K to $50K,Not Hispanic,14,Non-white,Female
R_cC6JpSfUu5lz1pD,$100K to $150K,Not Hispanic,14,Non-white,Male
R_3fNtn8h6fVBxJu0,$250K to $500K,Not Hispanic,13,White,Female
R_3qaMgccBe0UdYND,$200K to $250K,Not Hispanic,14,White,Female
R_8Jrsa0pKz63ycBb,$250K to $500K,Not Hispanic,14,Non-white,Female
R_3fdi1Eu6KWNxi9q,$150K to $200K,Not Hispanic,13,Non-white,Male
R_1P8cwwRBx5A4psS,$250K to $500K,Not Hispanic,13,Non-white,Male
R_3qmbPMRg8Aodizv,$25K to $50K,,13,Non-white,Male
R_2pKLffH80ZuZU4M,$250K to $500K,Not Hispanic,13,Non-white,Male
R_2aLvLKm9wyK7Fo8,$250K to $500K,Not Hispanic,13,White,Female
R_1Cv9TPlK1Qh9vQL,Prefer not to answer,Not Hispanic,13,White,Male
R_Tq3gidT3XsS08Fz,Prefer not to answer,Not Hispanic,12,White,Female
R_3JE1YcUHqfkjj3q,$250K to $500K,Not Hispanic,13,White,Male
R_Apm3R1donroo2d3,$100K to $150K,Hispanic,12,White,Male
R_3O86tpMOAe9uub3,-8,Not Hispanic,13,White,Male
R_1TEBYbCbwcdhP57,$250K to $500K,,13,White,Male
R_1KlNnOJ8INEoytK,$200K to $250K,Not Hispanic,13,White,Male
R_3plN8J34QPyI7zn,$200K to $250K,Not Hispanic,15,White,Female
R_bmgFHGK08ySmgM1,$150K to $200K,Not Hispanic,13,White,Male
R_1f6ImFukN6clU05,$250K to $500K,Not Hispanic,13,White,Male
R_27yhbCONUc48Mlq,$250K to $500K,Not Hispanic,13,White,Female
R_1H6OGfn6Z83x2x2,$75K to $100K,Hispanic,14,Non-white,Female
R_cCFr7LmIgrDXoYN,$250K to $500K,Not Hispanic,13,White,Male
R_27jmdIlKwwpHubq,$50K to $75K,Not Hispanic,17,Non-white,Male
R_cV1rTkwyJoZg2rL,$100K to $150K,Not Hispanic,15,White,Female
R_T1VDZuUR8cLlvHz,$250K to $500K,Not Hispanic,13,Non-white,Female
R_u9bO4g41zXYBGG5,$250K to $500K,Not Hispanic,14,White,Female
R_1q9y71LSCXva8ym,-8,Not Hispanic,13,White,Male
R_1JIUvECaYHGm45m,$250K to $500K,Not Hispanic,15,White,Male
R_vqr9B3m8UmVixvb,$200K to $250K,Not Hispanic,13,White,Male
R_21oZcEdjuKjEEFh,$250K to $500K,Not Hispanic,14,Non-white,Female
R_ZmfbHOG1tplsZ9v,$75K to $100K,,,Non-white,Female
R_2AHCyHYOBjPGZtG,$200K to $250K,Not Hispanic,14,Non-white,Female
R_1l0OlM7BbSrqRs5,$15K to $25K,Not Hispanic,21,Non-white,Female
R_1CIlPja23DNEchn,$250K to $500K,Not Hispanic,15,White,Female
R_brRGDfZC9SYMpWx,$100K to $150K,Not Hispanic,13,Non-white,Female
R_vYtPEr9y0ebmG9X,$200K to $250K,Not Hispanic,13,White,Female
R_2tht7Yz5J977hXj,$250K to $500K,Not Hispanic,13,White,Female
R_2zC2DkJV8G6v0SI,$250K to $500K,Not Hispanic,14,Non-white,Female
R_1IiObzAzMRxTNBv,$250K to $500K,Not Hispanic,12,Non-white,Female
R_1q3CYwpgqNz3Olu,$200K to $250K,Not Hispanic,12,Non-white,Male
R_22Xs1nxiIdNFgNK,$250K to $500K,Hispanic,13,Non-white,Female
R_3g58a0kYdYwz0IR,$250K to $500K,Not Hispanic,13,Non-white,Female
R_2aFWlyWQTtQC2nT,$25K to $50K,Not Hispanic,12,White,Male
R_3NPdzluDIzZojc0,,,,,
R_qwmzXS9P5OMUy4h,$250K to $500K,Not Hispanic,14,White,Male
R_1gSkmjwdKk7Ha72,$150K to $200K,Not Hispanic,12,Non-white,Male
R_5bUxq1okK1zlQeR,$250K to $500K,Hispanic,13,Non-white,Male
R_1OqOifN0ykyKT8h,Prefer not to answer,Not Hispanic,12,White,Female
R_2uCmA4Jvi4Dznx9,$50K to $75K,Not Hispanic,13,Non-white,Female
R_3KJf3s53JfNiIBA,$250K to $500K,Hispanic,14,White,Female
R_1Fzfw1DKqn4G7KR,$15K to $25K,Not Hispanic,15,White,Male
R_4VjlS3t3FwiDhTD,$75K to $100K,Hispanic,13,,Male
R_1k0HjvOlxD3rTfK,$200K to $250K,Not Hispanic,14,Non-white,Male
R_25F5wZymATLBW2s,$100K to $150K,Not Hispanic,13,Non-white,Female
R_2bTUYMnNPTF69WO,$250K to $500K,Not Hispanic,14,White,Male
R_33DvYLz0Jvh7AjD,Less than $15K,Not Hispanic,16,Non-white,Male
R_2YytWKepoVeTBgO,$150K to $200K,Not Hispanic,12,Non-white,Male
R_UzhIZSb0RdFlhDj,$250K to $500K,Not Hispanic,12,Non-white,Female
R_Off9ZZ1kL9UvaoN,$150K to $200K,Not Hispanic,16,Non-white,Male
R_1IhYzHg1R10qW9j,$100K to $150K,Not Hispanic,12,Non-white,Female
R_2ctkb9fxsI2F6u7,$50K to $75K,Not Hispanic,12,Non-white,Female
R_AFLFAVeS7f85O1j,$150K to $200K,Not Hispanic,14,White,Male
R_2Et8ncg5KA3fLoM,$200K to $250K,Not Hispanic,13,White,Male
R_1JXzLGybjcZx8Mg,$250K to $500K,Not Hispanic,14,Non-white,Male
R_10MlN2Fd4NNL6YX,$75K to $100K,Hispanic,15,White,Female
R_2E4XEKqxSFckgtP,$25K to $50K,Not Hispanic,15,White,Female
R_3HzcyVjcr14xjI3,$250K to $500K,Not Hispanic,14,Non-white,Female
R_yF0SYytkJ0LsPSx,$150K to $200K,Not Hispanic,12,White,Female
R_3dRjh0A0t8xXyh0,$100K to $150K,Not Hispanic,13,White,Female
R_3sofFGHroPW8aDo,$25K to $50K,,13,Non-white,Female
R_1FQvw4qK9VZe6h9,$250K to $500K,Not Hispanic,15,White,Male
R_1FPAH5WcMUtskzW,Prefer not to answer,Hispanic,13,White,Male
R_1rjekF7oSMoUf6S,-8,Not Hispanic,12,White,Male
R_3Pod0xP1ps2CUhG,$250K to $500K,Not Hispanic,15,White,Male
R_6PrppORQ4cu9d4d,Prefer not to answer,Hispanic,14,Non-white,Female
R_1kIwqr3if6DDYdL,Less than $15K,Not Hispanic,15,Non-white,Male
R_a9vpjTFJWU1h6YF,$250K to $500K,Not Hispanic,14,White,Female
R_1FfXEUpwPQns5BP,$200K to $250K,Not Hispanic,13,White,Male
R_6ojBdwzx26kbJuN,$250K to $500K,Not Hispanic,13,White,Female
R_2wmd5KvHUZE5YCg,$250K to $500K,Hispanic,15,White,Female
R_3nwRKFDn35pYzS0,$100K to $150K,Hispanic,15,White,Male
R_3saXZIWeT7FpHWN,$250K to $500K,Not Hispanic,12,White,Female
R_3hcjlf862hUMmJk,$250K to $500K,Not Hispanic,13,Non-white,Male
R_30iUZgI98aSf6sP,$250K to $500K,Not Hispanic,14,White,Male
R_2tmVWnStkMDHkcc,$250K to $500K,Not Hispanic,14,White,Female
R_2PgQdrGgJb4rEfo,$250K to $500K,Not Hispanic,15,White,Male
R_1oj0JWum4l78kDm,$250K to $500K,Not Hispanic,14,White,Male
R_2R3owvdGIFk3YDa,$50K to $75K,Hispanic,13,White,Female
R_2sbT0NF3VTzQZfM,$250K to $500K,Hispanic,12,White,Female
R_33yvQjxSrJYc8fd,$150K to $200K,Not Hispanic,14,Non-white,Female
R_31hZKGQkyKMwfEj,Less than $15K,Hispanic,13,White,Male
R_33xtpdEbTPISrcA,$250K to $500K,Not Hispanic,13,White,Female
R_1ILrc4mmV48LEZ0,$200K to $250K,Hispanic,13,White,Male
R_1OE3ApzBOtuWO5I,$150K to $200K,Not Hispanic,18,Non-white,Male
R_3NIdigkXg52egEq,$200K to $250K,Not Hispanic,12,Non-white,Female
R_2CxDlZI6ne24sRK,$200K to $250K,Not Hispanic,13,White,Female
R_1pMOJgkwrTozWLV,$250K to $500K,Not Hispanic,13,Non-white,Female
R_1K2TggheEodH5vw,-8,,,,Female
R_1di3LyEIdzyQ6Iv,$200K to $250K,Not Hispanic,13,Non-white,Male
R_1d08prD3DHoyf7X,$250K to $500K,Not Hispanic,14,White,Male
R_3RgCiredYJhT6QS,$50K to $75K,Not Hispanic,14,Non-white,Female
R_11YgXCUQBOLxNUI,$50K to $75K,Hispanic,13,Non-white,Male
R_3hi2CXGE62ooNgn,-8,Not Hispanic,14,White,Male
R_1q3Wbnr5N8gDwJQ,$200K to $250K,Not Hispanic,14,White,Male
R_1M6ug27pFc53sOm,$75K to $100K,Not Hispanic,13,White,Male
R_s7QjE2oFBfa9IyJ,$50K to $75K,Not Hispanic,16,White,Male
R_1mOfQqKkQz1gt5X,$150K to $200K,Not Hispanic,14,White,Male
R_2CxEYEi8IZIreV1,$250K to $500K,Not Hispanic,13,White,Male
R_8jeYcIzX1Gm5DB7,$100K to $150K,Not Hispanic,15,White,Male
R_2dNr1Xp2LOc4HiU,$50K to $75K,Not Hispanic,15,Non-white,Female
R_2s7Tc9SQhhq0KgZ,$250K to $500K,Not Hispanic,17,White,Female
R_1lrxbZH4QsVwmMK,$150K to $200K,,12,Non-white,Male
R_2rkoiJZ6dEBjXwv,$25K to $50K,Hispanic,13,White,Female
R_3L6JgCOi9IX61uP,$100K to $150K,Not Hispanic,12,White,Female
R_1P8lnD1Iq2dXLKm,$150K to $200K,Hispanic,15,White,Female
R_2Qfhf0J58tZzr1u,$150K to $200K,Not Hispanic,13,White,Female
R_3NXl2uZzSksCu4h,-8,Not Hispanic,12,White,Female
R_3PiNmtJF03dAot5,Prefer not to answer,Not Hispanic,13,Non-white,Female
R_3I0E262BKKQrVyI,$250K to $500K,Not Hispanic,14,Non-white,Male
R_2y7s0ZyCaXTfIu1,$250K to $500K,Not Hispanic,13,White,Female
R_UuRgcqfzhWCHM8p,$15K to $25K,Not Hispanic,13,White,Female
R_xu2k4zTvxfPKNNf,$250K to $500K,Not Hispanic,13,White,Female
R_24Az3e3v9Hb3csG,-8,Not Hispanic,13,White,Male
R_3qaFrZWhM2xO6ma,,Not Hispanic,15,Non-white,Female
R_2WNl9zAYnnaB0Vx,$250K to $500K,Not Hispanic,14,White,Female
R_eg7u5DnH9h1GOhb,$250K to $500K,Not Hispanic,15,Non-white,Male
R_3em09EWoFy625nf,$100K to $150K,Not Hispanic,13,White,Female
R_1OIUTn6VFYTJlFb,$250K to $500K,Not Hispanic,13,White,Male
R_06bZrehr45el5dj,$100K to $150K,Not Hispanic,14,Non-white,Female
R_D77pHy2fvJWOo9j,$250K to $500K,Not Hispanic,16,White,Male
R_3JJGza7ObgOjbvj,$250K to $500K,Not Hispanic,12,White,Male
R_2rPFd8RvxxpO3Pf,$250K to $500K,Hispanic,15,White,Female
R_ZxJf880kaewX2Tf,$150K to $200K,Not Hispanic,13,Non-white,Female
R_1IN5AXdV38ymzm1,$100K to $150K,Not Hispanic,15,Non-white,Male
R_3Dj0xnnCLToWbn3,$150K to $200K,Not Hispanic,13,White,Female
R_2RPuayvdH5epPHj,$250K to $500K,Not Hispanic,14,Non-white,Female
R_2YtztQ9apZz3JT5,$250K to $500K,Not Hispanic,13,White,Female
R_OqdrrXt9jts6HXH,$200K to $250K,Not Hispanic,14,White,Female
R_3oLYXFqxJhDQYqD,$50K to $75K,Hispanic,15,Non-white,Female
R_10ubrCCPvyozwLL,-8,Hispanic,13,White,Female
R_1jjttWZkoYaAbsC,$75K to $100K,,13,Non-white,Other
R_2qxGgzmNOYHPmKq,$200K to $250K,Not Hispanic,12,Non-white,Female
R_1EiZkXJewSSRiWR,$250K to $500K,,15,White,Female
R_27sCzacwDnod5t3,-8,Not Hispanic,14,White,Male
R_2R4cqwtNMZotS8o,$200K to $250K,Not Hispanic,13,Non-white,Male
R_2af1KvAi3qbvOh0,$250K to $500K,Not Hispanic,14,White,Male
R_WcxxMWdYNZs9tw5,$150K to $200K,Not Hispanic,12,White,Female
R_2wMG1wtQPIxBkjR,$250K to $500K,Not Hispanic,12,White,Female
R_56dxyNmk7vsL9Jv,$250K to $500K,Not Hispanic,14,White,Male
R_30f184QoxzdM89s,$150K to $200K,Not Hispanic,13,Non-white,Female
R_12Kn3gsoNJ9ZXai,$200K to $250K,Not Hispanic,13,White,Female
R_tS2E3e7N1G31Mop,$250K to $500K,Not Hispanic,14,Non-white,Male
R_2737ySI7lv6vw23,$250K to $500K,Not Hispanic,15,White,Male
R_2WVGmbNOoauGvla,Prefer not to answer,Not Hispanic,13,Non-white,Female
R_Q3ttCcGTWBMAKXf,$150K to $200K,Not Hispanic,13,Non-white,Male
