ID,Inc,Hisp,Ideo,Age,HD1,HD2,HD3,HD4,HR1,HR2,HR3,HR4,PID7,PID3_p,WHITE,HDans,HRans,Gender,GenR,GenD,dkR,dkD
R_eIENR9FEG5gWuVv,$150K to $200K,Not Hispanic,Conservative,36,liberal,sheltered,trust fund,welfare,conservative,older,right,hawkish,Weak R,Republicans,White,4,4,Male,conservative|older|right|hawkish,liberal|sheltered|trust fund|welfare,0,0
R_0I2gzmjSpRRVjRH,$25K to $50K,Not Hispanic,Moderate/Haven't thought about it,36,na,,,,na,,,,Ind,Independent (excludes leaners),Non-white,1,1,Male,na|||,na|||,1,1
R_41OqcMdSIuLIamF,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,44,desperate,disillusioned,necessity,resigned,die hards,over zealous,trump supporters,dissension,Ind,Independent (excludes leaners),White,4,4,Female,die hards|over zealous|trump supporters|dissension,desperate|disillusioned|necessity|resigned,0,0
R_3JLwZbYfCWIS8ap,$15K to $25K,Not Hispanic,Liberal,68,liberal,non racist,animals,environment,conservative,2nd amendment,sheep,religious,Lean D,Democrat,White,4,4,Female,conservative|2nd amendment|sheep|religious,liberal|non racist|animals|environment,0,0
R_cA33pSKsqldsSMJ,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,38,progressive,liberal,minorities,jewish,wealthy,gun toting,conservative,unyielding,Ind,Independent (excludes leaners),White,4,4,Female,wealthy|gun toting|conservative|unyielding,progressive|liberal|minorities|jewish,0,0
R_7O0iaic0dYodzBr,Prefer not to answer,Not Hispanic,Liberal,29,liberal,progressive,social,open-minded,conservative,xenophobic,religious,closed minded,Lean D,Democrat,White,4,4,Male,conservative|xenophobic|religious|closed minded,liberal|progressive|social|open-minded,0,0
R_24YHWVV2dSEzzx3,$25K to $50K,Not Hispanic,Extremely Liberal,28,smart,logical,peaceful,helpful,,,,,Strong D,Democrat,Non-white,4,,Female,|||,smart|logical|peaceful|helpful,1,0
R_0ktrVe928HziOLb,$75K to $100K,Hispanic,Moderate/Haven't thought about it,39,ineffective,wealthy,,,aggressive,determine,,,Ind,Independent (excludes leaners),White,2,2,Female,aggressive|determine||,ineffective|wealthy||,0,0
R_6lBAIf92h7LMzFH,$75K to $100K,Not Hispanic,Slightly conservative,26,poor,minority,liberal,government,conservative,less government,wealthy,religious,Weak R,Republicans,White,4,4,Male,conservative|less government|wealthy|religious,poor|minority|liberal|government,0,0
R_8cZaUOd2000V2Kh,Less than $15K,Not Hispanic,Moderate/Haven't thought about it,28,,,,,na,,,,Ind,Independent (excludes leaners),White,0,1,Male,na|||,|||,1,1
R_7NVyUnUZXoAUaiN,$15K to $25K,,Liberal,24,liberals,everybody,,,white people,,,,Strong D,Democrat,Non-white,2,1,Female,white people|||,liberals|everybody||,1,0
R_0eWVQRUnHKb7SHX,$150K to $200K,Not Hispanic,Conservative,46,dishonest,liberal,minority,lazy,honest,educated,wealthy,conservative,Strong R,Republicans,White,4,4,Female,honest|educated|wealthy|conservative,dishonest|liberal|minority|lazy,0,0
R_d0v3xACGs8u3kyx,$50K to $75K,Not Hispanic,Liberal,57,poor,helpless,liberal,hungry,rich,arrogant,heartless,unsympathetic,Strong D,Democrat,White,4,4,Female,rich|arrogant|heartless|unsympathetic,poor|helpless|liberal|hungry,0,0
R_3xbezge3uSNbA3P,$150K to $200K,Not Hispanic,Moderate/Haven't thought about it,74,liberal,,,,conservative,,,,Lean R,Republicans,White,1,1,Male,conservative|||,liberal|||,1,1
R_eWl1zuz8kKProz3,Prefer not to answer,Not Hispanic,Extremely conservative,59,entitled,unambitious,utopian,delusional,working,ambitious,honest,patriotic,Strong R,Republicans,White,4,4,Male,working|ambitious|honest|patriotic,entitled|unambitious|utopian|delusional,0,0
R_9vFDtlpxW3w7KOV,$100K to $150K,Not Hispanic,Slightly liberal,65,liberal,smart,educated,thinkers,white,conservative,business owners,usa usa,Ind,Independent (excludes leaners),White,4,4,Male,white|conservative|business owners|usa usa,liberal|smart|educated|thinkers,0,0
R_0qPEN78cegmoKnb,$50K to $75K,Not Hispanic,Slightly liberal,56,liberal,support social programs,open-minded to gun reform,peace minded vs war hawks,religious,against gun reform,conservative,paranoid about too much government control,Strong D,Democrat,White,4,4,Female,religious|against gun reform|conservative|paranoid about too much government control,liberal|support social programs|open-minded to gun reform|peace minded vs war hawks,0,0
R_cNfaQlnHjMRaKz3,Prefer not to answer,Not Hispanic,Moderate/Haven't thought about it,34,liberal,fiscally irresponsible,minority,female,racist,elite,privileged,rich,Strong D,Democrat,Non-white,4,4,Female,racist|elite|privileged|rich,liberal|fiscally irresponsible|minority|female,0,0
R_2cug19FxaYDVN6l,$150K to $200K,Not Hispanic,Moderate/Haven't thought about it,40,middle class,unions,,,idiots,rich,snobs,,Strong D,Democrat,White,2,3,Female,idiots|rich|snobs|,middle class|unions||,0,0
R_839L1Or9vyTxM9v,$150K to $200K,Not Hispanic,Liberal,51,liberal,understanding,generous,loving,executives,conservative,loud,dumb,Strong D,Democrat,White,4,4,Female,executives|conservative|loud|dumb,liberal|understanding|generous|loving,0,0
R_ehrhzGDNPYWWmPP,$75K to $100K,Not Hispanic,Slightly liberal,53,for people,against corporations,,,.01,corporations,in your bedroom,anti people,Strong D,Democrat,White,2,4,Male,.01|corporations|in your bedroom|anti people,for people|against corporations||,0,0
R_6nXBqrNiUVBD11X,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,56,liberal,self centered,liars,thieves,conservative,white,old,traditional,Ind,Independent (excludes leaners),White,4,4,Male,conservative|white|old|traditional,liberal|self centered|liars|thieves,0,0
R_eh55HZRyGbjvsUt,$25K to $50K,Not Hispanic,Liberal,42,liberal,middleclass,poor,ethnic,rightwing,rich,white,,Lean D,Democrat,Non-white,4,3,Male,rightwing|rich|white|,liberal|middleclass|poor|ethnic,0,0
R_abG5Z0Iqz7IH4S9,$50K to $75K,Not Hispanic,Liberal,61,environmental,equality,pro-choice,reasonable,racist,ignorant,pro-business,hate women,Strong D,Democrat,White,4,4,Male,racist|ignorant|pro-business|hate women,environmental|equality|pro-choice|reasonable,0,0
R_3qIcqfMJJ5hGxcF,$100K to $150K,Not Hispanic,Conservative,71,liberal,angry,rigid,elite,lawful,conservative,gracious,frugal,Weak R,Republicans,White,4,4,Male,lawful|conservative|gracious|frugal,liberal|angry|rigid|elite,0,0
R_6zAq4Rs7a4Lml9P,$100K to $150K,Not Hispanic,Liberal,46,open-minded,supportive,tolerant,socially responsible,conservative,traditional,controlling,inflexible,Strong D,Democrat,White,4,4,Female,conservative|traditional|controlling|inflexible,open-minded|supportive|tolerant|socially responsible,0,0
R_6Pdz9U8dmrFt7kV,$50K to $75K,Not Hispanic,Liberal,59,liberals,hispanics,african americans,pro-choice,elephants,pro-life,conservatives,guns,Strong D,Democrat,Non-white,4,4,Female,elephants|pro-life|conservatives|guns,liberals|hispanics|african americans|pro-choice,0,0
R_0uJ9QbUWzKatFgV,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,50,liberal,left winged,well/highly educated,partisan compromising,gun toters,right winded,upper crusted,conservative,Strong D,Democrat,White,4,4,Female,gun toters|right winded|upper crusted|conservative,liberal|left winged|well/highly educated|partisan compromising,0,0
R_3aPK5aEyp2TuCqh,$100K to $150K,Not Hispanic,Moderate/Haven't thought about it,34,easy,religious,women,pro-choice,rights,guns,pro-life,religious,Ind,Independent (excludes leaners),White,4,4,Female,rights|guns|pro-life|religious,easy|religious|women|pro-choice,0,0
R_5zoNU3f4MaESjzv,$25K to $50K,Not Hispanic,Extremely conservative,22,poor,liberal,mediocre,stubborn,white,religious,rich,liars,Ind,Independent (excludes leaners),Non-white,4,4,Male,white|religious|rich|liars,poor|liberal|mediocre|stubborn,0,0
R_0DqDUqjwRwjzMyx,$25K to $50K,Not Hispanic,Moderate/Haven't thought about it,32,na,,,,na,,,,Strong D,Democrat,Non-white,1,1,Male,na|||,na|||,1,1
R_9tBvmjla2XlDR9X,$100K to $150K,Not Hispanic,Extremely conservative,52,utopian,pollyannaish,ruthless,misguided,wise,systematic,realistic,accomplished,Ind,Independent (excludes leaners),White,4,4,Male,wise|systematic|realistic|accomplished,utopian|pollyannaish|ruthless|misguided,0,0
R_0xgT7nQ4eHNUSOh,$75K to $100K,Hispanic,Moderate/Haven't thought about it,34,smart,witty,aware,caring,nasty,money hungry,ignorant,bullies,Ind,Independent (excludes leaners),Non-white,4,4,Male,nasty|money hungry|ignorant|bullies,smart|witty|aware|caring,0,0
R_cFULib8n3SepDSJ,$25K to $50K,Not Hispanic,Liberal,53,well meaning,middle class,value education,believe in equality,white,wealthy,value connections,bigoted,Strong D,Democrat,White,4,4,Female,white|wealthy|value connections|bigoted,well meaning|middle class|value education|believe in equality,0,0
R_6JSp7gBgYzvwE5f,$75K to $100K,Hispanic,Extremely Liberal,25,rdtyguio,,,,rtfrgyuhij,,,,Strong D,Democrat,Non-white,1,1,Female,rtfrgyuhij|||,rdtyguio|||,1,1
R_eaoQ8AC61GYZYYB,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,25,liberal,prochoice,,,oil,anti abortion,,,Lean D,Democrat,White,2,2,Female,oil|anti abortion||,liberal|prochoice||,0,0
R_6J4yQpEAV6CjMmp,Prefer not to answer,Not Hispanic,Moderate/Haven't thought about it,45,worker,mid low class,family,hands on,wealthy,privileged,happy,relaxed,Weak D,Democrat,White,4,4,Female,wealthy|privileged|happy|relaxed,worker|mid low class|family|hands on,0,0
R_0jkOX9ANo8ZUQ4t,$50K to $75K,Not Hispanic,Liberal,27,fair,just,kind,good,stupid,ignorant,selfish,horrible,Lean D,Democrat,White,4,4,Male,stupid|ignorant|selfish|horrible,fair|just|kind|good,0,0
R_7WiaOjhzziBqYVT,$75K to $100K,Not Hispanic,Moderate/Haven't thought about it,26,educated,diverse,weak,science,uneducated,religious,white,angry,Lean D,Democrat,White,4,4,Male,uneducated|religious|white|angry,educated|diverse|weak|science,0,0
R_3LcSi9Zpm0XFjMx,$150K to $200K,Not Hispanic,Conservative,46,liberal,left,progressive,urban,conservative,right,christian,rural,Lean R,Republicans,White,4,4,Male,conservative|right|christian|rural,liberal|left|progressive|urban,0,0
R_6m5hb2FeX6Y7MBT,$50K to $75K,Not Hispanic,Liberal,21,,,,,,,,,Weak D,Democrat,Non-white,0,0,Female,|||,|||,1,1
R_6KxMSPt01wSEJ5H,$150K to $200K,Not Hispanic,Liberal,56,liberal,tree hugger,freeloader,lazy,conservative,trailer park,right winger,dumb,Weak D,Democrat,White,4,4,Male,conservative|trailer park|right winger|dumb,liberal|tree hugger|freeloader|lazy,0,0
R_9oELYPWHchXHbY9,$100K to $150K,Not Hispanic,Slightly conservative,29,liberal,,,,conservative,bible,,,Ind,Independent (excludes leaners),Non-white,1,2,Male,conservative|bible||,liberal|||,0,1
R_bQHXimeGWVzu37n,$50K to $75K,Not Hispanic,Conservative,24,liberal,naive,romantic,lazy,conservative,businessperson,racist,right wings,Strong R,Republicans,Non-white,4,4,Female,conservative|businessperson|racist|right wings,liberal|naive|romantic|lazy,0,0
R_6WgAIhGpiJii5H7,Prefer not to answer,Not Hispanic,Slightly conservative,53,liberal,,,,conservative,traditional,,,Lean R,Republicans,White,1,2,Male,conservative|traditional||,liberal|||,0,1
R_82giDsHhWTZNxeB,$150K to $200K,Not Hispanic,Slightly conservative,,giving,unreliable,unemployed,wanting,smart,employed,giving,rich,Weak R,Republicans,White,4,4,Male,smart|employed|giving|rich,giving|unreliable|unemployed|wanting,0,0
R_brotjMzUIuPP7iB,$50K to $75K,,Slightly conservative,23,liberal,pro-government,strict,,conservative,anti government,free,,Weak R,Republicans,White,3,3,Male,conservative|anti government|free|,liberal|pro-government|strict|,0,0
R_cTID5Cevn00xjsF,Prefer not to answer,Not Hispanic,Slightly liberal,41,this,is,stu,pid,this,is,stu,pid,Weak D,Democrat,White,4,4,Female,this|is|stu|pid,this|is|stu|pid,0,0
R_a4eDkqHRLvvUydT,$25K to $50K,Not Hispanic,Moderate/Haven't thought about it,49,liberal,minorities,,,conservative,money,,,Ind,Independent (excludes leaners),White,2,2,Male,conservative|money||,liberal|minorities||,0,0
R_8BA7rctBCweoRHn,$50K to $75K,Not Hispanic,Liberal,27,liberal,minority,poor,regular,catholic,conservative,wealthy,bigot,Weak D,Democrat,White,4,4,Male,catholic|conservative|wealthy|bigot,liberal|minority|poor|regular,0,0
R_8H3DMVLRvZVemP3,$200K to $250K,Not Hispanic,Moderate/Haven't thought about it,62,liberal,poorer,minorities,left wing,wealthy,conservative,older,stodgy,Weak D,Democrat,White,4,4,Female,wealthy|conservative|older|stodgy,liberal|poorer|minorities|left wing,0,0
R_79e9KfgajQpaLpH,$100K to $150K,Hispanic,Extremely Liberal,24,awesrdtfy,,,,werdty,,,,Strong D,Democrat,Non-white,1,1,Male,werdty|||,awesrdtfy|||,1,1
R_1XNm7m18QvVC9jT,$25K to $50K,Hispanic,Conservative,41,minorities,liberals,pro-abortion,intolerant,reagan,freedom,strong,family,Weak R,Republicans,White,4,4,Female,reagan|freedom|strong|family,minorities|liberals|pro-abortion|intolerant,0,0
R_8Igth0MI3OP6irz,$25K to $50K,Not Hispanic,Moderate/Haven't thought about it,34,liberal,,,,guns,,,,Ind,Independent (excludes leaners),White,1,1,Male,guns|||,liberal|||,1,1
R_0qutU1gZr7dMKt7,$50K to $75K,Not Hispanic,Extremely conservative,27,free,taxes,liberal,liar,freedom,rights,guns,pro-life,Strong R,Republicans,White,4,4,Male,freedom|rights|guns|pro-life,free|taxes|liberal|liar,0,0
R_eqXqsT2yNr3xTY9,$50K to $75K,Not Hispanic,Extremely conservative,42,bed wetters,moochers,collectivists,stupid,independent,patriotic,individual,misunderstood,Strong R,Republicans,White,4,4,Male,independent|patriotic|individual|misunderstood,bed wetters|moochers|collectivists|stupid,0,0
R_8ICtIvQTxLcE7B3,$100K to $150K,Not Hispanic,Moderate/Haven't thought about it,46,liberal,hopeful,trying,young,stubborn,closed minded,stupid,wealthy,Weak D,Democrat,White,4,4,Female,stubborn|closed minded|stupid|wealthy,liberal|hopeful|trying|young,0,0
R_3jF6k1sY4dKv40t,Less than $15K,Not Hispanic,Moderate/Haven't thought about it,38,cool,strong,savvy,nice,cool,nice,strong,savvy,Ind,Independent (excludes leaners),White,4,4,Male,cool|nice|strong|savvy,cool|strong|savvy|nice,0,0
R_enWawGtWvTOMvXL,Less than $15K,Not Hispanic,Conservative,28,lgbtq,minority's,liberals,immigrants,evangelicals,white,rural,military,Ind,Independent (excludes leaners),Non-white,4,4,Female,evangelicals|white|rural|military,lgbtq|minority's|liberals|immigrants,0,0
R_3VhOYpF52JFd4EJ,Prefer not to answer,Not Hispanic,Slightly liberal,61,liberal,blue state,free spending,progressive,conservative,christian,scientifically challenged,prudish,Lean D,Democrat,White,4,4,Male,conservative|christian|scientifically challenged|prudish,liberal|blue state|free spending|progressive,0,0
R_cx8iabblhzzUfGZ,$150K to $200K,Not Hispanic,Moderate/Haven't thought about it,46,liberal,moderate,,,conservative,straight,,,Weak D,Democrat,White,2,2,Male,conservative|straight||,liberal|moderate||,0,0
R_6A6m0XrzEUwWSJ7,$15K to $25K,Not Hispanic,Liberal,28,secular,not caucasian,equality minded,liberal,bigots,racists,whites,religious,Strong D,Democrat,Non-white,4,4,Male,bigots|racists|whites|religious,secular|not caucasian|equality minded|liberal,0,0
R_6lfKhDdKlC6RZhH,Prefer not to answer,Not Hispanic,Conservative,24,liberal,poor,communist,,religious,traditional,conservative,,Weak R,Republicans,Non-white,3,3,Male,religious|traditional|conservative|,liberal|poor|communist|,0,0
R_bQ9ZYYSENvzdVL7,$50K to $75K,Not Hispanic,Conservative,36,bleeding,heart,liberals,misinformed,less,government,religious,conservative,Lean R,Republicans,White,4,4,Female,less|government|religious|conservative,bleeding|heart|liberals|misinformed,0,0
R_8qQdkperULNvbeJ,$100K to $150K,,Extremely conservative,44,intolerant,double minded,naive,uninformed,frustrated,principled,self reliant,fiscally responsible,Lean R,Republicans,White,4,4,Female,frustrated|principled|self reliant|fiscally responsible,intolerant|double minded|naive|uninformed,0,0
R_5cNHId6RJV2i8K1,$75K to $100K,Not Hispanic,Conservative,47,liberal,un informed,welfare,stupid,middle class,conservative,informed,educated,Strong R,Republicans,White,4,4,Female,middle class|conservative|informed|educated,liberal|un informed|welfare|stupid,0,0
R_dal2DDRov8sLpxb,$150K to $200K,Not Hispanic,Liberal,40,smart,benevolent,big government,accepting,white,old,racists,too religious,Strong D,Democrat,White,4,4,Male,white|old|racists|too religious,smart|benevolent|big government|accepting,0,0
R_6eOlk2IyQRQEiAl,$100K to $150K,Not Hispanic,Moderate/Haven't thought about it,36,work,tired,poor,people,rich,open,help,fair,Lean D,Democrat,White,4,4,Male,rich|open|help|fair,work|tired|poor|people,0,0
R_3EmzKxnKXDiSs2V,$100K to $150K,Not Hispanic,Slightly liberal,21,young,liberal,education,equal rights,old,white,guns,money,Weak D,Democrat,White,4,4,Female,old|white|guns|money,young|liberal|education|equal rights,0,0
R_5A7RSrWuTYdqQPb,Less than $15K,Not Hispanic,Slightly liberal,58,independent,younger,rebel,fiery,stuffy,older,staunch,conservative,Ind,Independent (excludes leaners),White,4,4,Male,stuffy|older|staunch|conservative,independent|younger|rebel|fiery,0,0
R_6X4KjcH2Lqbsx2B,$50K to $75K,Not Hispanic,Moderate/Haven't thought about it,35,artistic,typically not rich,service oriented,environmental,strict,can be christian,uphold standards,tend to have more,Weak R,Republicans,White,4,4,Female,strict|can be christian|uphold standards|tend to have more,artistic|typically not rich|service oriented|environmental,0,0
R_4MyHODIz8AaIfNr,$75K to $100K,Hispanic,Slightly liberal,25,fair,forward,equal,smart,legacy,old,corrupt,divided,Strong D,Democrat,White,4,4,Female,legacy|old|corrupt|divided,fair|forward|equal|smart,0,0
R_1S8aLCA4KIvUM6h,$25K to $50K,Not Hispanic,Liberal,26,change supporters,modern,up to date,responsible,brainwashed,stubborn,fox news supporters,traditionalists,Weak D,Democrat,White,4,4,Male,brainwashed|stubborn|fox news supporters|traditionalists,change supporters|modern|up to date|responsible,0,0
R_b9E7wuhevB2ND8N,$15K to $25K,Not Hispanic,Extremely conservative,21,liberal,dumb,self righteous,,smart,caring,good,,Strong R,Republicans,White,3,3,Female,smart|caring|good|,liberal|dumb|self righteous|,0,0
R_1Ri87yVKV8cBztb,$150K to $200K,Not Hispanic,Liberal,57,liberal,representative,passionate,non white,white,conservative,rich,minority,Strong D,Democrat,Non-white,4,4,Male,white|conservative|rich|minority,liberal|representative|passionate|non white,0,0
R_0Gmie8cavrhAyzz,$100K to $150K,Not Hispanic,Liberal,28,liberal,younger,,,old,white,stuck,,Lean D,Democrat,White,2,3,Female,old|white|stuck|,liberal|younger||,0,0
